transaction_amount,transaction_time,location_distance,cardholder_age,merchant_risk_score,device_trust_score,is_international,is_fraud
4495.11,15.85,2634.09,67.0,81.55,33.13,0,0
4859.16,10.33,2072.71,61.0,94.21,95.3,0,0
3525.67,5.23,1023.72,41.0,72.17,75.55,1,0
2417.28,20.8,1583.46,61.0,10.56,50.7,1,0
2284.74,8.3,2008.44,18.0,65.1,42.98,0,0
1934.78,22.15,2348.57,38.0,12.04,99.59,0,0
1811.19,4.98,240.44,43.0,7.72,66.74,1,0
1960.58,13.44,67.56,45.0,69.29,51.39,0,0
453.32,12.88,343.36,61.0,83.48,39.79,1,0
391.79,19.89,1184.99,73.0,15.88,32.46,1,0
3900.45,3.33,1400.12,40.0,7.41,70.54,1,0
2233.13,21.84,409.38,38.0,88.65,58.79,1,0
4653.77,12.75,1233.46,53.0,13.22,84.82,1,0
3063.04,14.07,1324.87,34.0,3.51,55.36,0,0
180.7,12.24,327.27,26.0,72.11,58.23,0,0
791.83,0.86,2749.98,73.0,84.77,47.74,0,0
1033.07,11.93,1797.44,64.0,51.45,76.26,0,0
4878.8,6.33,1165.61,73.0,53.99,41.5,1,0
1097.43,8.22,1520.72,30.0,33.69,85.19,0,0
2581.2,15.58,942.59,19.0,23.85,32.7,0,0
4681.2,11.94,2562.99,43.0,75.52,69.26,1,0
4886.08,2.24,1725.05,71.0,84.93,89.3,1,1
1185.62,1.75,1484.69,26.0,32.12,76.91,0,1
250.34,4.46,2732.66,25.0,27.38,34.26,1,1
772.24,4.58,2513.94,22.0,26.78,70.63,0,0
321.33,14.6,2438.41,62.0,5.06,20.7,0,0
979.65,4.27,676.83,63.0,28.11,5.82,0,0
2845.01,21.16,459.37,58.0,2.57,79.14,1,0
4562.68,5.03,2070.29,21.0,78.84,80.8,1,1
2688.41,2.19,1405.93,59.0,25.59,2.29,1,0
3131.82,21.02,2051.14,44.0,69.02,94.78,0,0
1013.33,7.09,2281.88,27.0,54.32,44.59,1,0
4003.92,10.21,885.94,35.0,83.75,90.53,0,0
3090.86,23.02,853.95,47.0,96.04,78.82,0,0
4321.36,22.66,1472.49,37.0,36.73,90.07,1,1
4744.47,17.16,820.65,73.0,8.83,83.34,0,1
1742.76,1.65,2001.89,45.0,74.96,97.4,1,0
457.44,14.24,2240.19,39.0,2.13,62.91,1,0
1133.52,23.74,1416.12,56.0,22.3,22.73,0,0
2192.02,22.73,2171.4,55.0,5.33,38.96,1,1
4728.74,2.54,1531.31,18.0,89.81,75.19,0,0
1894.66,9.5,2138.62,53.0,0.53,15.7,1,0
3855.01,7.57,674.9,32.0,49.27,92.98,0,0
2704.68,3.11,2216.53,39.0,42.4,20.53,0,1
918.13,16.68,2145.37,58.0,65.27,87.6,0,0
1607.07,6.57,799.82,50.0,28.97,48.37,1,0
3267.69,8.28,1667.91,39.0,87.37,84.06,0,0
3365.9,2.17,2565.94,28.0,73.43,95.83,0,0
2176.62,11.95,748.57,47.0,43.23,42.21,1,0
1147.08,3.8,2207.94,36.0,35.8,69.66,1,0
3610.92,10.37,2861.9,70.0,81.59,22.67,1,1
848.52,3.44,2598.73,48.0,75.71,80.08,1,1
4683.67,22.89,1204.56,67.0,39.9,81.99,1,0
943.58,3.48,1821.62,40.0,34.14,29.52,1,1
541.03,12.53,2975.31,65.0,3.89,2.41,1,0
2490.75,4.73,1705.31,21.0,8.17,43.12,0,0
2600.15,1.83,345.08,35.0,5.39,17.0,1,1
2543.42,4.86,136.29,22.0,2.44,81.86,1,0
2186.15,1.31,2370.94,20.0,15.29,26.11,1,1
4974.1,3.35,1270.88,70.0,85.71,94.37,0,0
2433.97,11.84,740.44,59.0,79.82,97.18,0,0
2392.34,15.64,1043.02,54.0,84.56,90.88,0,0
2111.72,2.1,2272.12,48.0,62.38,59.96,1,0
338.79,10.58,1395.74,50.0,62.41,26.74,1,1
2966.82,13.95,2605.5,54.0,12.39,80.73,1,0
1143.7,5.62,2204.78,65.0,69.9,70.16,1,1
3189.86,8.93,2922.04,52.0,28.0,97.72,1,0
258.91,1.72,2665.51,61.0,51.93,37.73,1,0
4907.03,5.28,763.64,34.0,95.47,5.88,1,1
2347.68,11.2,1977.18,74.0,87.06,99.84,1,0
4484.29,23.77,61.63,20.0,23.32,83.83,1,0
2380.43,23.91,2973.32,40.0,73.67,22.15,0,0
306.35,23.51,783.02,68.0,10.41,72.56,1,1
4111.96,10.15,1994.39,28.0,2.67,0.07,0,0
3242.68,1.94,2547.46,26.0,2.82,55.78,0,1
3909.88,7.77,481.39,39.0,17.02,36.28,1,0
2143.71,5.71,2543.64,42.0,69.49,38.13,0,0
3191.49,0.34,36.74,71.0,36.33,24.45,1,0
4281.86,2.29,1325.93,66.0,1.59,27.48,0,0
3157.17,10.88,1416.11,44.0,98.8,45.47,1,0
1741.63,8.15,1122.27,73.0,53.34,24.81,0,0
3314.34,4.33,1759.15,55.0,39.39,46.64,0,0
3360.91,17.19,2744.53,68.0,51.88,57.73,0,0
4803.13,8.57,980.97,32.0,52.0,71.11,0,0
1857.71,20.44,1737.78,46.0,47.02,67.71,0,0
2128.28,5.78,2632.39,20.0,61.29,24.2,1,1
4061.55,12.92,2318.99,19.0,88.56,3.92,0,1
2531.28,4.42,122.2,58.0,30.17,83.27,0,0
3684.18,11.89,2828.37,25.0,48.7,87.23,0,0
2301.25,3.66,139.94,49.0,0.36,97.89,1,0
1081.4,3.88,1766.28,58.0,85.98,95.97,1,1
3727.29,14.69,1726.06,20.0,30.59,63.38,0,1
660.12,6.33,2359.17,44.0,27.13,89.43,1,0
996.93,4.14,445.33,57.0,99.75,44.8,0,0
3135.99,22.31,538.11,69.0,58.44,78.73,1,0
3737.61,1.03,2256.32,35.0,12.3,95.53,0,0
4473.97,13.56,448.51,74.0,26.55,79.63,1,1
1366.57,13.16,1408.34,66.0,35.32,41.58,0,0
558.07,6.01,2194.94,55.0,98.61,37.78,0,0
4780.45,10.87,1953.73,40.0,43.06,29.15,1,0
776.34,2.11,631.81,59.0,23.01,36.71,1,0
992.35,17.31,911.88,65.0,56.97,82.06,0,0
1460.19,5.32,2906.92,35.0,40.48,70.15,0,0
2649.31,4.64,1346.01,75.0,5.5,24.99,0,1
4414.71,7.56,133.37,70.0,86.09,71.15,0,0
3803.93,21.66,658.75,46.0,1.57,37.94,1,1
3542.25,19.12,1027.31,59.0,89.85,55.78,1,0
880.03,22.73,2998.47,48.0,79.19,37.04,0,0
1791.62,15.65,908.07,61.0,7.58,52.16,0,0
2394.63,15.91,79.19,65.0,72.36,72.98,1,0
741.39,11.52,1538.76,19.0,77.09,73.11,1,1
1370.78,21.72,250.82,23.0,60.23,75.32,0,0
1545.12,12.26,822.2,37.0,57.77,39.1,1,0
640.74,8.52,2977.15,70.0,4.97,69.05,0,0
2753.45,15.37,2113.92,41.0,5.95,23.87,0,1
3526.62,13.11,152.0,69.0,72.73,47.74,0,0
354.31,2.98,1346.06,44.0,10.56,58.31,0,0
2408.21,9.43,514.91,34.0,24.18,68.65,1,0
3912.14,7.52,368.83,69.0,49.88,91.2,1,0
3741.21,20.32,1761.2,50.0,16.42,30.48,0,1
4076.29,9.09,1516.97,39.0,78.98,84.53,0,0
2243.96,19.72,2228.6,21.0,80.74,31.11,1,1
4103.68,10.62,2676.92,24.0,84.21,55.19,1,0
1207.56,18.08,740.05,26.0,4.96,82.81,1,1
1807.25,3.25,2768.98,39.0,42.79,72.31,1,1
885.9,22.19,1553.98,53.0,84.69,86.29,0,1
2340.09,11.53,776.5,36.0,36.32,81.49,1,0
1963.34,6.24,2537.36,22.0,69.58,27.63,1,0
1208.43,5.8,106.59,33.0,58.92,99.29,1,0
3760.14,6.36,1678.53,41.0,34.72,93.7,0,0
1572.66,8.8,2164.86,75.0,27.64,43.02,0,1
1367.66,17.22,839.93,40.0,65.27,4.72,0,0
658.8,22.79,2590.48,23.0,13.36,30.35,0,0
2196.91,16.06,720.85,51.0,86.01,83.62,1,0
1518.31,13.13,2519.62,70.0,57.64,95.09,0,0
1849.52,10.77,235.63,63.0,11.15,83.17,0,0
1183.81,19.88,479.78,66.0,70.35,39.67,0,0
3816.96,20.39,1142.95,71.0,43.11,5.65,1,0
4650.37,7.03,2562.17,54.0,20.41,51.76,0,1
2492.17,22.88,433.76,75.0,96.11,37.64,1,0
3216.78,9.48,2626.31,20.0,71.96,12.3,0,1
4336.53,19.2,689.19,66.0,59.3,10.59,0,0
4994.15,23.2,1357.53,67.0,84.89,15.3,1,0
3069.51,16.89,1058.2,70.0,54.39,20.58,0,0
4449.45,3.88,354.38,45.0,44.15,75.38,0,0
4543.5,14.07,2832.93,63.0,18.94,38.17,1,0
3958.3,2.85,1314.53,29.0,15.34,43.69,0,0
2307.35,18.94,2070.99,52.0,43.2,59.84,0,0
410.36,6.75,1725.8,38.0,45.6,96.01,1,0
83.95,16.69,1505.15,52.0,73.33,75.65,0,1
2388.62,21.84,1849.73,57.0,44.21,64.57,0,0
2474.1,4.34,2695.03,38.0,59.32,74.38,0,0
2039.78,9.43,2097.94,30.0,83.25,71.93,1,0
2843.0,15.53,1597.44,36.0,99.33,69.02,0,1
2763.05,10.07,1935.56,56.0,32.25,49.64,0,0
4183.88,4.2,1819.18,57.0,90.2,56.68,1,0
547.74,0.7,1299.36,60.0,80.61,46.15,0,0
1129.76,9.76,1874.29,25.0,6.8,39.5,0,0
3966.06,15.58,1330.71,65.0,33.42,27.08,1,1
4239.95,13.78,2272.84,57.0,21.9,35.52,0,0
4974.15,3.75,2906.74,20.0,66.44,42.85,0,0
4365.2,10.82,2879.6,37.0,55.53,57.94,1,0
4450.05,8.87,2462.21,45.0,49.49,49.99,0,0
1575.17,6.58,1805.28,39.0,76.36,10.79,1,1
2011.3,17.5,2248.0,25.0,33.33,34.0,0,0
1344.09,7.43,534.14,30.0,38.28,37.62,1,0
3033.47,12.96,1437.06,19.0,86.56,70.69,1,0
4694.33,22.16,771.91,23.0,97.22,33.29,1,0
1726.48,12.94,10.48,33.0,77.64,0.8,0,1
2787.22,14.81,2900.21,65.0,21.71,8.43,0,0
1485.02,1.76,2591.55,48.0,11.27,49.7,1,0
853.15,4.28,1541.1,42.0,20.92,18.85,0,0
979.95,2.42,762.46,56.0,42.28,49.46,1,1
294.44,18.36,2078.93,49.0,23.67,57.42,1,0
4746.72,20.06,1304.4,25.0,90.1,93.34,0,0
2017.38,4.47,2410.05,31.0,67.07,65.56,0,0
4171.43,5.26,2998.55,31.0,41.67,3.1,0,0
3408.24,7.76,1047.25,52.0,27.38,38.07,1,0
963.65,14.19,733.21,44.0,38.07,79.35,0,0
881.43,14.92,802.15,40.0,47.61,26.06,0,1
4060.88,16.48,280.04,50.0,71.38,92.5,0,1
1327.23,21.72,1182.14,73.0,8.93,52.9,1,0
4566.86,7.08,52.28,36.0,84.88,9.24,1,1
704.58,15.81,343.19,48.0,12.76,24.17,1,0
3390.15,13.43,815.09,45.0,26.25,90.63,1,1
4073.3,7.34,479.59,59.0,99.36,99.15,1,1
1180.11,21.78,2196.48,60.0,19.02,86.3,0,0
1384.66,2.29,316.81,60.0,10.11,32.07,0,0
4822.77,17.09,2597.98,29.0,63.84,76.88,1,0
1326.67,17.47,663.34,44.0,39.31,22.22,1,0
2152.64,21.97,325.77,64.0,9.18,38.45,1,1
2165.42,12.45,30.32,40.0,0.37,69.72,1,0
1268.91,7.72,2145.62,74.0,7.92,96.89,1,0
3880.08,19.87,769.85,39.0,52.27,43.92,1,0
3860.39,18.5,1528.5,46.0,23.09,49.58,1,1
1894.7,12.01,334.85,45.0,77.76,22.02,1,0
4176.45,18.43,2955.89,43.0,85.75,40.32,0,0
1069.31,6.43,376.15,66.0,14.48,6.3,0,0
26.51,14.15,1235.78,27.0,33.7,85.86,0,0
2857.98,20.76,2554.95,50.0,14.66,2.33,0,1
4970.42,7.63,734.66,53.0,28.67,68.35,0,0
198.03,11.61,800.92,67.0,23.92,27.32,0,0
1043.95,22.83,2425.5,53.0,78.69,47.61,1,0
2596.98,19.16,820.02,73.0,34.55,28.16,1,0
4050.65,21.29,8.61,68.0,49.56,40.01,0,0
449.76,9.25,1283.74,38.0,67.39,54.68,1,0
1979.2,23.92,37.61,67.0,82.23,64.09,1,1
3736.64,3.66,2729.38,73.0,30.12,94.03,0,1
1860.86,12.45,1925.44,33.0,20.92,33.22,1,1
948.24,11.5,1749.04,53.0,97.85,58.49,1,0
981.5,19.16,604.77,34.0,32.01,90.17,1,0
2053.19,21.81,2099.84,55.0,67.11,29.02,0,0
2399.69,17.55,2031.76,23.0,67.78,86.5,0,0
4309.76,15.04,181.39,60.0,51.4,95.76,1,0
3213.05,10.26,2642.54,42.0,22.84,84.75,0,0
3453.56,12.25,1738.24,51.0,14.15,56.99,0,1
4915.02,12.22,2377.4,19.0,48.7,72.21,0,0
2062.16,0.49,788.74,58.0,51.09,48.11,0,0
2019.76,12.07,366.14,46.0,77.34,59.73,1,0
4617.12,20.54,2107.35,54.0,70.98,97.45,0,0
1233.15,17.02,2381.65,36.0,91.2,25.11,1,0
3650.43,19.1,1158.1,26.0,97.09,79.25,1,0
3774.09,9.37,71.08,43.0,72.79,50.62,0,1
493.45,12.7,2454.76,72.0,7.65,17.69,1,0
2343.82,0.8,618.28,31.0,40.51,64.35,1,0
1006.81,9.19,1017.1,57.0,60.88,79.24,0,0
930.95,11.39,1884.69,21.0,59.02,56.88,0,0
2321.82,6.13,299.86,59.0,18.14,83.74,1,0
1450.7,0.75,215.99,32.0,58.29,36.59,0,0
3981.32,16.57,77.11,44.0,34.97,91.38,1,1
4538.49,10.44,2749.92,39.0,33.89,64.83,1,0
4014.59,9.98,934.15,24.0,83.4,80.32,0,0
1333.82,6.0,1981.98,38.0,42.19,27.3,0,0
1374.3,12.91,2967.71,38.0,52.74,44.61,1,0
1277.37,10.51,2008.35,48.0,56.29,90.96,1,0
679.52,11.38,1575.28,73.0,56.3,5.09,0,1
4719.27,13.94,1562.76,45.0,21.31,40.4,1,0
2013.23,0.15,1130.75,70.0,59.95,78.03,1,1
1127.32,21.78,1799.34,44.0,33.46,74.38,0,0
4234.12,1.71,2876.37,24.0,65.5,85.16,1,0
1998.98,10.82,2364.13,31.0,14.57,73.94,1,0
180.41,4.98,1272.68,41.0,99.41,94.71,0,0
813.9,12.57,997.33,37.0,77.2,49.83,1,0
3198.06,6.73,2650.59,67.0,41.73,62.43,1,0
3915.61,20.64,407.36,57.0,30.14,84.77,0,0
1058.62,9.51,2548.76,51.0,38.78,70.17,0,0
4587.39,15.33,765.23,46.0,72.12,10.21,1,1
4255.73,5.97,2146.89,41.0,65.54,36.7,1,0
4242.66,0.47,2418.66,53.0,70.21,55.26,1,1
1142.17,9.7,1430.99,25.0,88.9,75.47,1,0
257.43,12.88,576.85,27.0,45.63,54.36,0,0
4337.78,11.03,2534.3,35.0,66.95,77.75,0,0
1532.47,23.09,1102.53,28.0,44.15,83.76,1,1
3096.49,16.96,962.04,57.0,63.81,26.51,1,0
3801.03,23.9,1530.05,19.0,47.48,61.61,0,0
645.82,7.08,1305.26,27.0,77.67,55.71,0,0
3905.29,18.94,2049.16,69.0,0.53,22.73,0,0
4692.86,13.33,411.59,75.0,21.57,48.99,1,0
3643.23,14.68,1307.07,46.0,29.64,54.86,1,0
2208.91,23.66,2675.11,46.0,94.54,81.73,1,0
4384.01,15.7,108.19,62.0,50.7,46.1,0,0
2639.65,21.57,1372.01,20.0,36.44,8.09,1,0
3725.13,17.42,1981.6,42.0,40.43,48.73,1,0
4103.43,3.06,2663.13,24.0,45.18,83.8,1,1
3748.02,16.79,1781.36,41.0,86.78,57.13,1,1
1442.84,11.62,2473.45,74.0,96.23,31.89,1,0
593.63,22.05,668.07,61.0,84.42,92.1,0,0
1195.5,19.36,1058.43,74.0,84.17,15.57,0,0
2516.86,2.5,2826.4,61.0,19.9,32.69,0,1
2528.86,3.21,2657.93,53.0,26.87,43.71,0,0
2915.31,1.67,1673.86,61.0,59.6,73.8,1,1
1978.53,11.84,1426.47,56.0,65.61,83.57,1,0
3935.52,1.94,1353.2,44.0,20.27,5.86,0,0
4566.2,17.37,176.37,35.0,74.63,79.2,0,1
1237.39,13.26,2677.13,48.0,20.0,72.05,1,1
3683.93,20.06,2454.45,33.0,26.3,89.47,0,1
3391.47,6.72,1368.75,46.0,30.68,90.04,0,0
2617.84,12.46,838.32,26.0,84.6,77.75,0,0
946.71,2.82,1028.76,50.0,73.21,19.02,0,1
3977.19,21.23,369.48,32.0,53.07,31.39,1,0
4803.33,4.2,2165.37,35.0,81.97,93.63,0,1
3610.57,2.46,1670.01,46.0,81.29,59.82,1,0
4589.71,4.92,702.31,27.0,38.98,53.88,1,0
4921.01,19.35,1869.02,73.0,78.14,91.57,0,0
1763.49,2.54,2937.69,43.0,20.62,87.42,1,1
3192.93,14.75,367.19,38.0,50.32,72.75,0,0
2372.29,17.91,1375.46,20.0,11.82,88.23,0,0
4933.21,18.03,1482.48,66.0,42.68,11.38,1,1
473.57,4.56,500.39,54.0,52.04,75.75,1,0
2064.81,1.48,1594.74,42.0,7.99,96.56,0,0
4378.32,10.77,1817.93,32.0,46.26,4.9,1,0
1423.84,4.86,472.03,60.0,65.17,22.3,1,0
3940.03,16.78,464.17,72.0,61.41,79.4,0,0
1917.0,8.56,2569.05,40.0,5.44,52.0,1,0
4899.99,10.78,934.16,26.0,9.53,8.66,1,0
4418.23,2.72,1891.0,24.0,35.14,26.8,1,0
1510.1,13.62,1880.32,18.0,84.27,32.41,0,0
3852.11,4.45,2517.51,60.0,86.98,32.11,0,0
1687.6,16.3,2219.68,74.0,30.96,87.77,0,0
3033.78,1.71,2521.73,75.0,71.89,66.2,1,1
3294.11,23.42,1875.64,63.0,57.74,73.49,0,1
4148.83,16.43,1348.37,27.0,98.34,1.36,1,1
127.13,4.36,1180.7,74.0,9.46,42.75,0,0
1104.69,0.34,1137.09,37.0,54.79,31.78,0,0
3561.03,8.03,1255.18,37.0,59.25,85.19,0,0
2819.8,3.67,387.93,57.0,30.77,95.39,1,0
2480.55,5.24,1271.88,21.0,4.7,42.33,0,0
280.77,20.95,1168.33,65.0,5.21,97.31,0,0
1744.64,14.48,103.71,75.0,45.36,1.44,1,0
4326.18,4.23,825.39,62.0,69.25,32.57,1,0
159.31,13.36,2255.72,63.0,70.02,77.49,1,0
1985.2,6.14,1733.84,40.0,18.1,36.01,1,1
4726.02,23.43,2418.5,22.0,85.8,92.1,0,0
259.15,0.79,1628.06,63.0,37.72,21.85,0,0
3749.78,17.58,2562.25,52.0,96.44,79.57,0,0
1291.78,18.55,2388.2,70.0,11.82,20.17,0,0
4333.71,1.61,294.85,25.0,83.65,19.71,1,0
3731.61,4.12,2931.02,35.0,90.83,44.57,0,1
4429.1,9.22,44.24,39.0,82.27,94.49,1,1
1083.54,20.84,1790.51,57.0,80.88,58.55,0,0
2658.81,12.89,2377.53,63.0,36.13,63.5,0,0
3897.45,15.73,995.68,73.0,71.33,0.97,1,0
1232.27,18.79,1795.71,35.0,57.93,5.66,0,1
1157.58,19.87,1086.37,46.0,42.45,6.69,0,0
140.77,11.43,181.84,20.0,99.31,81.96,0,0
4792.78,12.21,25.38,32.0,29.05,23.69,1,1
3551.53,17.23,284.59,39.0,41.31,32.88,1,1
3179.62,6.32,295.23,52.0,90.29,61.0,0,1
3721.25,20.51,1832.67,45.0,28.9,58.4,1,0
2660.41,0.5,1577.6,39.0,15.27,41.05,1,0
2383.29,4.7,1366.39,54.0,31.0,0.43,1,0
2250.41,19.2,2075.76,65.0,75.93,44.96,1,1
3203.99,8.17,50.48,32.0,85.99,73.89,1,1
1011.67,3.6,812.95,38.0,11.44,23.52,1,0
4440.85,4.48,2332.18,58.0,62.17,70.84,0,0
4059.7,12.74,2729.93,62.0,56.73,1.52,1,1
1751.07,20.31,1315.01,65.0,66.88,90.8,1,0
2895.15,1.7,244.45,30.0,67.11,95.0,1,0
709.43,0.73,2396.19,49.0,95.95,0.25,1,0
4861.87,11.16,2655.51,69.0,34.65,45.78,1,0
4514.95,22.95,1240.98,40.0,29.98,41.38,1,1
4609.88,6.7,730.07,43.0,58.12,84.19,1,1
1664.15,23.02,131.92,74.0,42.94,54.07,0,0
849.83,21.3,1773.25,24.0,47.38,61.14,0,0
1062.8,6.8,2729.61,58.0,6.93,20.25,1,0
454.56,19.61,2033.66,66.0,14.82,7.71,0,1
604.95,16.46,951.75,27.0,93.54,69.23,1,1
361.17,12.28,1928.66,59.0,6.83,62.07,0,0
4949.17,10.15,2496.21,45.0,59.01,83.23,0,0
374.92,19.57,1427.49,67.0,75.46,84.47,1,0
667.05,19.03,2459.25,70.0,1.19,63.1,1,0
4137.14,18.17,1175.73,68.0,22.27,53.84,1,0
2903.3,23.96,1045.52,22.0,37.71,91.4,0,0
3873.21,11.48,1748.97,61.0,50.68,80.13,1,0
3156.41,19.37,1394.06,71.0,34.16,88.24,0,1
4411.46,20.7,2931.34,53.0,64.9,99.58,1,0
3194.15,5.08,1549.17,52.0,22.64,40.35,0,0
2613.01,1.01,1155.52,21.0,2.55,71.69,0,0
3565.18,9.71,1184.8,67.0,0.16,68.81,1,0
2239.73,20.56,1643.82,21.0,34.55,17.41,1,1
1733.59,6.94,1064.74,36.0,36.17,63.65,1,0
2340.92,16.8,2168.72,71.0,94.86,42.81,0,0
852.72,0.18,1141.99,72.0,4.48,45.06,1,0
3983.88,8.53,1152.43,75.0,53.01,18.01,0,0
1307.22,14.77,1850.92,45.0,57.78,74.47,1,1
771.89,3.11,182.54,28.0,69.93,69.79,1,0
1235.53,21.52,1966.06,46.0,63.87,53.23,1,0
4211.14,3.75,1514.92,24.0,0.81,15.67,0,1
1654.36,21.84,1359.08,68.0,63.19,55.69,1,0
3431.82,5.19,2157.76,50.0,32.24,10.01,1,0
4282.77,23.86,2274.77,41.0,77.29,33.94,0,0
393.33,14.51,2538.78,23.0,18.84,37.24,1,0
3826.3,2.02,1124.41,41.0,71.62,88.34,0,1
1541.79,1.57,981.11,67.0,62.55,41.56,1,0
1087.03,1.8,2143.03,58.0,65.23,59.85,0,0
3446.06,14.16,1745.41,23.0,17.59,87.48,0,0
4549.43,19.43,1895.4,27.0,66.92,42.58,0,0
1478.62,9.67,1666.57,40.0,73.7,88.37,0,1
2846.32,10.68,2318.08,24.0,48.94,13.65,0,1
1452.72,14.14,570.12,71.0,34.04,36.48,0,0
2773.66,12.79,1667.14,55.0,16.66,9.47,0,0
3111.2,16.51,474.31,23.0,29.0,56.09,0,0
3053.63,11.32,1221.76,63.0,76.38,95.73,0,0
3119.61,17.13,1991.98,39.0,40.94,65.7,0,0
679.72,23.94,1479.21,32.0,70.27,62.61,1,0
3469.23,8.41,1138.77,50.0,74.01,27.82,0,1
3375.38,0.29,2654.91,19.0,67.42,93.11,1,1
3414.53,3.02,2318.48,45.0,67.35,47.15,1,1
374.98,13.28,1578.87,66.0,61.08,26.7,0,1
2236.96,8.26,2850.16,71.0,51.84,98.77,1,0
2048.13,22.56,1273.1,38.0,19.78,42.31,1,0
438.12,15.06,2364.22,55.0,84.28,37.15,1,0
1115.73,12.49,503.81,31.0,96.43,3.5,0,0
2207.61,19.15,857.38,50.0,46.65,17.83,0,1
3715.82,6.21,1014.26,32.0,93.32,80.92,1,0
1189.13,19.67,317.46,51.0,99.8,48.27,1,0
4149.6,0.07,1505.41,28.0,48.62,95.49,0,0
2731.26,14.87,576.78,72.0,72.44,8.39,0,0
3803.31,22.43,1902.56,69.0,64.38,61.59,0,1
2365.42,18.91,570.28,37.0,23.73,72.0,0,0
2498.48,20.49,370.52,62.0,4.71,62.12,0,0
3100.5,9.53,2907.26,23.0,45.34,52.99,0,0
4640.21,19.78,1974.72,60.0,78.72,57.83,1,0
2461.6,13.22,2809.35,34.0,32.51,68.95,1,0
2645.64,14.84,1469.66,26.0,78.44,86.33,1,1
3011.97,1.41,100.21,57.0,65.48,33.63,1,0
3688.89,4.84,1723.11,45.0,69.55,45.97,1,1
363.89,13.22,1674.99,48.0,28.57,63.59,0,0
2580.86,1.41,44.93,48.0,47.0,31.42,1,0
2410.55,17.79,2583.73,21.0,18.17,17.88,1,0
4608.82,20.16,1859.91,21.0,24.66,96.62,0,1
2470.07,22.09,2234.07,52.0,8.99,19.47,1,0
2344.26,2.44,1481.76,54.0,12.68,23.27,0,0
4811.19,22.55,1855.21,21.0,21.05,61.87,0,0
2255.63,1.62,772.41,40.0,58.02,7.74,0,0
908.52,11.38,2921.27,53.0,44.12,3.4,1,0
1088.5,20.17,1202.16,55.0,26.69,6.4,0,0
480.46,1.69,486.98,65.0,86.11,12.33,0,1
7.84,0.44,167.75,42.0,52.51,42.92,1,1
2162.57,0.6,1908.52,49.0,92.31,82.93,0,0
3847.37,12.27,2950.14,51.0,63.5,34.2,0,0
3668.66,19.48,2687.38,36.0,1.58,42.75,1,1
165.58,3.06,2106.31,21.0,91.35,60.03,0,0
2852.06,2.99,2971.79,18.0,85.75,30.21,0,0
775.64,13.65,2168.48,66.0,63.53,43.25,0,0
4705.68,5.62,1017.75,29.0,53.48,38.63,1,0
840.99,17.53,1803.65,54.0,45.29,34.19,1,0
3135.06,22.79,239.3,51.0,48.22,38.84,0,0
1634.56,18.38,665.05,41.0,76.92,1.11,0,1
3209.6,21.05,1252.62,66.0,51.31,88.63,1,0
2064.23,12.47,605.46,58.0,17.6,97.73,1,0
3799.42,19.98,2860.5,19.0,5.82,86.25,1,0
1157.24,4.39,2986.79,62.0,12.62,0.57,0,0
4529.43,1.64,1112.81,47.0,25.14,75.09,1,0
2503.55,15.74,2127.69,38.0,36.77,57.31,0,1
3781.69,1.25,1223.31,59.0,89.24,9.42,1,1
4249.4,21.42,418.53,57.0,23.91,93.29,1,1
4994.15,16.6,1010.78,36.0,31.96,77.62,1,0
1123.61,22.85,700.12,74.0,22.3,14.53,0,1
1438.03,7.53,984.23,55.0,54.57,96.4,0,0
1255.91,11.67,645.07,53.0,61.71,12.62,0,0
1318.04,17.8,337.04,22.0,53.21,45.47,0,0
2914.31,5.83,652.29,34.0,95.19,15.9,0,0
4967.65,13.0,2717.27,43.0,99.54,15.02,1,0
4951.44,15.83,255.67,54.0,83.74,96.78,1,0
2636.23,23.49,974.27,47.0,80.53,57.21,0,1
3196.94,17.87,1585.35,61.0,36.61,25.92,0,1
4300.55,2.84,1063.54,33.0,57.98,77.64,0,1
4665.0,11.41,1552.82,58.0,35.15,87.52,1,1
1023.28,14.13,130.26,65.0,78.44,91.76,1,1
2645.07,3.52,1945.71,62.0,17.18,93.3,0,1
4165.02,10.37,1690.44,62.0,21.67,90.56,0,0
1519.49,6.82,2042.9,69.0,3.87,63.89,1,0
2201.85,2.85,1701.77,23.0,60.89,34.25,0,0
4928.18,12.29,1313.71,58.0,68.85,92.56,0,0
4925.31,3.98,1050.42,73.0,0.34,12.25,1,1
4531.0,14.17,679.31,51.0,51.08,16.88,0,0
3993.25,4.07,1500.2,30.0,37.69,43.38,1,0
1349.31,17.37,78.16,75.0,79.24,28.37,1,1
1607.65,4.69,984.72,28.0,3.89,61.57,1,0
2738.68,21.51,2033.62,37.0,4.86,90.53,0,0
2806.08,0.63,326.15,28.0,62.02,49.1,0,0
2529.99,12.53,188.67,44.0,59.16,55.39,1,0
3185.17,7.68,1956.54,42.0,83.11,42.31,0,1
2044.57,5.4,1193.32,46.0,59.23,70.76,1,0
3747.12,11.32,2405.48,71.0,94.94,10.07,1,1
1671.08,20.21,2811.93,45.0,31.44,4.86,0,0
1656.73,21.97,2871.12,47.0,39.79,64.13,0,0
640.49,7.28,1276.78,69.0,97.77,53.49,1,1
947.62,3.7,792.98,65.0,10.75,40.74,1,0
4253.35,17.28,1825.84,32.0,79.59,33.4,1,1
2234.18,13.97,1884.58,19.0,1.16,5.18,0,0
